808113544; false; null; 2842; 4191; 2842; 88.5555446203747; 4065.7126408272984; 360041.3971784033; 3094668216915768414; 
808113545; false; null; 3931; 2070; 3931; 576.0150049696593; 5056.548059383036; 2912647.5555548407; -6075237364651806515; 
808113548; false; null; 2893; 1603; 2893; 348.2964975593626; 3158.8708711481113; 1100223.6606631798; -8720694328895702886; 
808113549; false; null; 2605; 2382; 2605; 863.4767294043046; 5895.87991229631; 5090955.103630156; 2731215226522868883; 
808113551; false; null; 4045; 767; 4045; 335.2110566447216; 4605.727046022279; 1543890.6297143006; 4362438064717219136; 
808113549; false; null; 4095; 4165; 4095; 167.34829912319282; 1012.1927539989573; 169388.73576654584; 2790136187488517264; 
808113554; false; null; 2915; 2668; 2915; 631.8948955969877; 446.3268251177519; 282031.6425599168; 2460396859406982168; 
808113543; false; null; 70; 4707; 70; 271.70954593324177; 3156.2247297638874; 857576.3881874145; -7157837389582262126; 
808113547; false; null; 1666; 2933; 1666; 207.78422299063658; 7080.330308032005; 1471180.9315714845; 8989624467432155439; 
808113545; false; null; 3094; 492; 3094; 466.3580575158594; 6196.371034909517; 2889727.559487938; 3718724602801774659; 
808113545; false; null; 3612; 97; 3612; 301.51834738802694; 5519.865575050956; 1664340.7459934254; 4349569931978735245; 
808113547; false; null; 1242; 3133; 1242; 211.00955650246607; 6452.822628523894; 1361607.2410339043; -3556598148464145297; 
808113547; false; null; 3379; 309; 3379; 896.5576298938809; 5768.276683732195; 5171592.472139072; 8741874524297439847; 
808113547; false; null; 3071; 1264; 3071; 550.9150433401652; 6376.372710238778; 3512839.648014243; -5736839514899816065; 
808113553; false; null; 279; 2859; 279; 659.8592890586073; 4185.803081507314; 2762041.045502744; -7543537320823776802; 
808113554; false; null; 4727; 907; 4727; 215.92101646475362; 7761.1568747989695; 1675796.881349004; 7974573864173920518; 
808113602; false; null; 426; 3202; 426; 734.8192720834306; 3261.7173137439563; 2396772.7422272568; 5598882676728413335; 
808113545; false; null; 84; 4417; 84; 92.35502934444749; 7735.123438444774; 714377.5521404907; 8121279286846588175; 
808113546; false; null; 19; 600; 19; 349.56839125651913; 3902.463968887323; 1364178.0515404723; 7392415456280981820; 
808113546; false; null; 1401; 2189; 1401; 30.099004094218607; 7535.813875906822; 226820.49270418883; -2562519247637418563; 
808113548; false; null; 2860; 2042; 2860; 96.59334668386961; 1694.7721714899444; 163703.7159109027; 372880083234420654; 
808113550; false; null; 3319; 3352; 3319; 604.6114401405698; 5226.385655307609; 3159932.557785549; 7495867994665387700; 
808113554; false; null; 2780; 1737; 2780; 552.8076823578439; 4682.764982882051; 2588668.4572134954; 1982487896511310777; 
808113601; false; null; 2444; 3835; 2444; 666.5834656949544; 6756.711942524783; 4503912.463350657; -5654255078836964985; 
808113546; false; null; 1183; 950; 1183; 427.3094781550147; 6016.687316868394; 2570987.517592929; 499272877562085461; 
808113547; false; null; 3914; 2718; 3914; 82.44755675698828; 2058.691790444329; 169734.10823780464; -8225162951934276040; 
808113547; false; null; 193; 1549; 193; 511.5338726791101; 6817.311760600082; 3487285.886160603; 5940429485986153340; 
808113549; false; null; 3917; 2948; 3917; 826.3512027670237; 6954.671239538491; 5747000.943641859; 7985105487543954591; 
808113554; false; null; 1391; 3419; 1391; 292.64826784883377; 7517.5652822671045; 2200002.458295997; -5506881921369724415; 
808113600; false; null; 4501; 3134; 4501; 653.6820956052453; 5644.420625633538; 3689656.703041601; 3103682573467369300; 
808113600; false; null; 483; 1101; 483; 708.9390633409408; 515.2573303762802; 365286.04917651374; -8296553619938921529; 
808113601; false; null; 1246; 2969; 1246; 522.508728429958; 2449.19825438474; 1279727.465571443; 8038290520108389814; 
808113602; false; null; 4320; 246; 4320; 437.82427634850194; 170.39606360300752; 74603.53323962008; -2584761710455626895; 
808113601; false; null; 2962; 3642; 2962; 806.3297026246677; 2937.5809833025455; 2368658.8007022203; -3790703054010599797; 
